                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     92,                0.68402,                 3.1069,                0.26582,                0.44018,                 1.0079,                0.97654,                0.98143,                0.99108,                0.89925,                0.86404,                 0.8465,                0.85666,                0.69462,                0.54353,                 1.9419,                0.07203,                0.30385,                0.84644,              0.0054955,              0.0054955,              0.0054955
                     93,                0.68732,                 3.1049,                0.26401,                 0.4411,                 1.0091,                0.97655,                0.98132,                0.99108,                0.89921,                0.86589,                0.84618,                  0.857,                0.69443,                0.54334,                 1.9421,                0.07188,                0.30379,                0.84623,               0.005446,               0.005446,               0.005446
                     94,                0.68703,                  3.109,                0.26375,                0.44098,                  1.009,                0.97648,                 0.9813,                0.99107,                0.89912,                0.86433,                0.84477,                0.85585,                0.69442,                0.54316,                 1.9438,                0.07179,                0.30365,                0.84609,              0.0053965,              0.0053965,              0.0053965
                     95,                0.68354,                 3.0713,                0.26332,                0.43877,                 1.0084,                0.97653,                0.98117,                0.99104,                 0.8996,                0.86515,                 0.8449,                 0.8563,                 0.6946,                 0.5428,                 1.9441,                0.07169,                0.30332,                0.84581,               0.005347,               0.005347,               0.005347
                     96,                0.67454,                  3.019,                0.26175,                0.43664,                 1.0061,                0.97666,                0.98095,                0.99105,                0.89963,                0.86436,                0.84469,                0.85603,                0.69456,                 0.5425,                 1.9428,                0.07151,                0.30289,                0.84562,              0.0052975,              0.0052975,              0.0052975
                     97,                0.68065,                  3.079,                0.26202,                0.43836,                 1.0073,                0.97678,                0.98079,                0.99105,                0.89974,                0.86309,                0.84618,                0.85591,                0.69459,                0.54231,                 1.9445,                0.07136,                 0.3026,                0.84542,               0.005248,               0.005248,               0.005248
                     98,                0.67698,                 3.0417,                0.25963,                0.43622,                 1.0074,                0.97666,                0.98079,                0.99105,                0.89964,                0.86362,                0.84671,                0.85656,                  0.695,                0.54194,                 1.9419,                0.07118,                0.30253,                0.84527,              0.0051985,              0.0051985,              0.0051985
                     99,                0.68071,                 3.0427,                0.26007,                 0.4386,                 1.0074,                 0.9769,                0.98066,                0.99107,                0.89969,                0.86457,                0.84708,                0.85706,                0.69536,                0.54157,                 1.9371,                0.07098,                0.30233,                 0.8451,               0.005149,               0.005149,               0.005149
                    100,                0.67817,                 3.0442,                 0.2603,                0.43864,                  1.008,                0.97708,                0.98053,                0.99113,                0.89988,                0.86536,                0.84785,                0.85985,                0.69583,                 0.5412,                 1.9334,                 0.0708,                0.30195,                0.84489,              0.0050995,              0.0050995,              0.0050995
                    101,                0.67615,                 3.0223,                0.26138,                0.43613,                 1.0059,                0.97753,                 0.9806,                0.99108,                0.89987,                0.86719,                 0.8471,                0.86093,                0.69645,                0.54092,                 1.9295,                0.07062,                 0.3018,                0.84474,                0.00505,                0.00505,                0.00505
                    102,                0.67442,                 2.9992,                0.25709,                0.43037,                 1.0059,                0.97743,                0.98053,                0.99114,                0.90001,                0.86755,                0.84725,                0.86133,                0.69742,                0.54061,                 1.9259,                0.07046,                0.30163,                 0.8446,              0.0050005,              0.0050005,              0.0050005
                    103,                0.67597,                 3.0053,                 0.2581,                 0.4339,                 1.0073,                0.97745,                0.98053,                0.99114,                0.89992,                0.86706,                0.84622,                0.86061,                0.69731,                0.54044,                 1.9251,                0.07028,                0.30133,                0.84451,               0.004951,               0.004951,               0.004951
                    104,                 0.6764,                 3.0242,                 0.2577,                0.43375,                 1.0074,                0.97753,                0.98066,                0.99116,                0.89976,                0.86721,                0.84647,                0.86044,                0.69863,                0.54027,                 1.9234,                0.07015,                0.30098,                0.84441,              0.0049015,              0.0049015,              0.0049015
                    105,                0.67262,                 3.0134,                0.25648,                0.43405,                 1.0045,                0.97759,                0.98066,                0.99115,                0.90014,                0.86667,                0.84606,                0.85912,                0.69806,                0.53998,                 1.9241,                0.07005,                0.30052,                0.84434,               0.004852,               0.004852,               0.004852
                    106,                0.66997,                 2.9583,                 0.2545,                0.42751,                 1.0044,                 0.9774,                 0.9804,                0.99118,                0.90046,                0.86618,                0.84726,                0.85973,                0.69839,                0.53963,                  1.924,                0.06985,                0.30034,                0.84416,              0.0048025,              0.0048025,              0.0048025
                    107,                0.67491,                 2.9965,                0.25732,                0.43318,                 1.0049,                0.97728,                0.98053,                0.99118,                 0.9005,                0.86796,                0.84775,                0.86198,                0.69884,                0.53942,                 1.9215,                0.06967,                    0.3,                0.84394,               0.004753,               0.004753,               0.004753
                    108,                0.67056,                 2.9924,                0.25644,                0.43288,                 1.0034,                0.97728,                0.98053,                 0.9912,                0.90071,                0.86822,                0.84823,                0.86239,                0.69912,                0.53921,                 1.9182,                 0.0695,                0.29973,                 0.8438,              0.0047035,              0.0047035,              0.0047035
                    109,                  0.667,                 2.9584,                0.25505,                0.42858,                 1.0012,                0.97741,                 0.9804,                0.99121,                0.90073,                0.86899,                0.84887,                 0.8631,                0.69964,                0.53897,                 1.9158,                0.06933,                0.29964,                0.84368,               0.004654,               0.004654,               0.004654
                    110,                0.66959,                 2.9802,                0.25559,                0.43135,                 1.0051,                0.97803,                0.98048,                0.99123,                0.90078,                0.86996,                0.84926,                 0.8642,                0.70036,                0.53892,                 1.9112,                0.06915,                0.29928,                0.84363,              0.0046045,              0.0046045,              0.0046045
                    111,                0.66901,                 2.9814,                0.25457,                0.42866,                 1.0037,                0.97805,                 0.9804,                0.99122,                0.90084,                0.87041,                0.84992,                0.86475,                0.70144,                0.53861,                 1.9073,                0.06893,                0.29906,                0.84347,               0.004555,               0.004555,               0.004555
                    112,                0.66907,                 2.9529,                0.25476,                 0.4257,                 1.0028,                0.97838,                0.98053,                0.99125,                0.90079,                0.87094,                0.85044,                0.86521,                0.70251,                0.53829,                  1.903,                0.06877,                0.29868,                0.84334,              0.0045055,              0.0045055,              0.0045055
                    113,                 0.6676,                 2.9837,                0.25534,                0.42801,                 1.0033,                0.97833,                 0.9804,                0.99126,                0.90076,                0.87158,                0.85118,                0.86585,                0.70255,                0.53802,                 1.9003,                0.06863,                0.29852,                0.84326,               0.004456,               0.004456,               0.004456
                    114,                 0.6662,                 2.9555,                0.25511,                0.42643,                 1.0023,                0.97815,                0.98048,                0.99127,                0.90097,                0.87268,                0.85169,                0.86665,                0.70309,                0.53779,                 1.8969,                0.06849,                0.29848,                 0.8431,              0.0044065,              0.0044065,              0.0044065
                    115,                0.66435,                 2.9363,                0.25346,                 0.4264,                 1.0019,                0.97815,                0.98045,                0.99129,                0.90122,                0.87393,                0.85235,                0.86756,                0.70358,                0.53774,                 1.8932,                0.06833,                0.29822,                0.84304,               0.004357,               0.004357,               0.004357
                    116,                0.66468,                 2.9552,                0.25406,                0.42317,                 1.0024,                0.97802,                0.98033,                0.99131,                0.90142,                0.87371,                0.85246,                0.86759,                0.70431,                0.53761,                 1.8913,                0.06815,                0.29802,                0.84296,              0.0043075,              0.0043075,              0.0043075
                    117,                0.66084,                 2.9015,                0.25278,                0.42256,                 1.0009,                0.97802,                0.98025,                 0.9913,                0.90139,                0.87555,                 0.8524,                0.86838,                0.70457,                0.53755,                 1.8867,                0.06795,                0.29775,                0.84297,               0.004258,               0.004258,               0.004258
                    118,                0.66137,                  2.892,                0.25157,                0.42325,                0.99996,                0.97802,                0.98005,                0.99131,                0.90134,                0.87609,                0.85348,                0.86899,                0.70496,                0.53746,                 1.8845,                0.06771,                0.29751,                0.84289,              0.0042085,              0.0042085,              0.0042085
                    119,                0.65925,                 2.8977,                   0.25,                0.42227,                0.99956,                0.97807,                0.97976,                0.99133,                0.90136,                0.87557,                 0.8531,                0.86885,                0.70547,                0.53744,                 1.8825,                0.06757,                0.29741,                0.84278,               0.004159,               0.004159,               0.004159
                    120,                0.66381,                 2.9291,                0.25343,                0.42531,                 1.0004,                0.97818,                0.97964,                0.99135,                0.90122,                0.87548,                0.85374,                0.86885,                0.70549,                0.53714,                  1.881,                0.06742,                0.29723,                0.84265,              0.0041095,              0.0041095,              0.0041095
                    121,                0.65561,                 2.8565,                0.25092,                0.42045,                0.99971,                 0.9782,                0.97951,                0.99135,                 0.9014,                0.87572,                0.85425,                0.86894,                0.70586,                 0.5369,                 1.8758,                0.06725,                0.29718,                0.84254,                0.00406,                0.00406,                0.00406
                    122,                0.65864,                 2.8643,                0.25048,                0.42033,                0.99831,                0.97826,                0.97955,                0.99135,                0.90149,                0.87644,                0.85502,                0.86958,                0.70601,                0.53649,                 1.8734,                0.06711,                0.29704,                0.84234,              0.0040105,              0.0040105,              0.0040105
                    123,                0.65844,                 2.8553,                0.24887,                0.42242,                0.99931,                0.97851,                0.97969,                0.99136,                0.90158,                0.87647,                0.85528,                0.86983,                0.70634,                0.53608,                 1.8694,                  0.067,                0.29663,                0.84207,               0.003961,               0.003961,               0.003961
                    124,                 0.6598,                 2.8634,                0.24841,                0.42048,                0.99937,                0.97874,                0.97964,                0.99137,                 0.9015,                0.87861,                 0.8556,                0.87275,                0.70716,                0.53585,                 1.8628,                0.06691,                0.29661,                0.84183,              0.0039115,              0.0039115,              0.0039115
                    125,                0.65317,                 2.8558,                0.24922,                0.41957,                 0.9969,                 0.9788,                0.97951,                0.99138,                0.90157,                0.87905,                0.85592,                0.87326,                0.70778,                0.53542,                 1.8589,                0.06675,                0.29633,                0.84154,               0.003862,               0.003862,               0.003862
                    126,                0.66012,                 2.8717,                0.24881,                0.41974,                 1.0005,                0.97863,                 0.9797,                0.99139,                 0.9016,                0.87923,                0.85643,                0.87464,                0.70831,                 0.5351,                 1.8549,                 0.0666,                0.29606,                0.84138,              0.0038125,              0.0038125,              0.0038125
                    127,                0.66362,                  2.866,                0.24932,                0.42099,                 1.0016,                0.97851,                0.97978,                0.99137,                0.90181,                 0.8773,                0.85898,                0.87469,                0.70853,                0.53475,                 1.8503,                0.06649,                0.29583,                0.84115,               0.003763,               0.003763,               0.003763
                    128,                0.65555,                 2.8747,                0.24943,                0.41708,                0.99698,                0.97864,                0.97982,                0.99139,                 0.9021,                0.87691,                0.85861,                0.87461,                0.70897,                0.53468,                 1.8492,                 0.0664,                 0.2957,                0.84104,              0.0037135,              0.0037135,              0.0037135
                    129,                0.65454,                 2.8322,                0.24626,                0.41575,                0.99564,                0.97864,                0.97982,                 0.9914,                0.90208,                0.87794,                0.85771,                0.87481,                0.70911,                0.53445,                 1.8466,                0.06622,                0.29547,                0.84089,               0.003664,               0.003664,               0.003664
                    130,                0.64511,                 2.7871,                 0.2486,                0.41058,                0.99525,                0.97876,                0.97992,                 0.9914,                0.90181,                0.87993,                0.85745,                0.87577,                0.70909,                0.53421,                 1.8443,                0.06606,                0.29508,                0.84062,              0.0036145,              0.0036145,              0.0036145
                    131,                0.65015,                 2.7989,                0.24604,                0.41331,                0.99629,                0.97896,                0.97989,                 0.9914,                0.90185,                0.87994,                0.85798,                0.87578,                0.70944,                0.53385,                 1.8423,                0.06584,                0.29485,                0.84039,               0.003565,               0.003565,               0.003565
                    132,                0.65022,                 2.8328,                  0.245,                0.41327,                0.99659,                0.97914,                0.97993,                0.99142,                 0.9018,                0.88003,                0.85886,                 0.8762,                0.70981,                0.53363,                 1.8395,                0.06568,                0.29463,                 0.8402,              0.0035155,              0.0035155,              0.0035155
                    133,                0.64925,                 2.8025,                0.24516,                0.41543,                 0.9947,                0.97901,                0.97978,                0.99144,                0.90201,                0.88357,                0.85592,                0.87668,                0.71039,                0.53327,                 1.8363,                0.06549,                0.29441,                0.83998,               0.003466,               0.003466,               0.003466
                    134,                0.64766,                 2.7858,                0.24439,                0.41431,                0.99281,                0.97901,                 0.9798,                0.99145,                0.90241,                0.88414,                0.85613,                0.87696,                0.71037,                0.53302,                 1.8334,                0.06541,                0.29407,                0.83975,              0.0034165,              0.0034165,              0.0034165
                    135,                0.64614,                 2.7679,                0.24397,                 0.4104,                0.99452,                0.97926,                0.97976,                0.99147,                0.90242,                0.88387,                0.85587,                0.87728,                0.71074,                0.53276,                 1.8313,                0.06524,                0.29369,                0.83957,               0.003367,               0.003367,               0.003367
                    136,                0.64545,                 2.7849,                0.24407,                0.41077,                0.99425,                0.97949,                0.97951,                0.99147,                0.90258,                0.88356,                0.85622,                0.87732,                0.71121,                0.53267,                 1.8295,                0.06507,                0.29333,                0.83944,              0.0033175,              0.0033175,              0.0033175
                    137,                0.64372,                 2.7654,                0.24288,                   0.41,                0.99248,                0.97939,                0.97969,                0.99152,                 0.9026,                0.88405,                0.85605,                0.87734,                0.71154,                0.53253,                 1.8266,                0.06497,                 0.2932,                0.83921,               0.003268,               0.003268,               0.003268
                    138,                0.64578,                 2.7555,                0.24214,                0.41033,                0.99464,                0.97964,                0.97966,                0.99151,                0.90276,                0.88484,                0.85716,                 0.8779,                0.71199,                0.53233,                 1.8226,                0.06483,                0.29283,                0.83901,              0.0032185,              0.0032185,              0.0032185
                    139,                0.64355,                 2.7776,                0.24512,                0.41038,                0.99293,                0.97939,                0.97967,                0.99151,                0.90268,                0.88581,                0.85741,                0.87812,                0.71201,                0.53207,                 1.8208,                0.06473,                0.29261,                0.83881,               0.003169,               0.003169,               0.003169
                    140,                0.63771,                 2.7679,                0.24391,                0.40893,                0.99334,                0.97968,                0.97964,                 0.9915,                0.90295,                0.88602,                0.85722,                 0.8781,                 0.7127,                0.53168,                 1.8176,                0.06451,                0.29229,                 0.8387,              0.0031195,              0.0031195,              0.0031195
                    141,                0.64119,                 2.7562,                0.24093,                0.40885,                0.99201,                0.97973,                0.97951,                0.99153,                0.90301,                0.88721,                0.85745,                0.87821,                 0.7131,                0.53124,                 1.8138,                0.06432,                0.29199,                0.83849,                0.00307,                0.00307,                0.00307
                    142,                 0.6373,                 2.7163,                0.24113,                0.40389,                0.99249,                0.97968,                0.97964,                0.99154,                0.90328,                0.88717,                0.85873,                0.87878,                0.71358,                0.53093,                 1.8096,                0.06417,                 0.2916,                0.83827,              0.0030205,              0.0030205,              0.0030205
                    143,                0.64004,                 2.7235,                 0.2397,                0.40629,                0.99056,                0.97942,                0.97964,                0.99153,                0.90332,                 0.8871,                0.86038,                0.87943,                0.71382,                 0.5307,                 1.8056,                0.06399,                0.29131,                0.83806,               0.002971,               0.002971,               0.002971
                    144,                0.63751,                 2.7242,                0.24018,                0.40484,                0.99065,                0.97956,                0.97976,                0.99157,                 0.9035,                0.88887,                0.86014,                0.87971,                0.71439,                0.53014,                 1.8019,                0.06381,                0.29097,                0.83768,              0.0029215,              0.0029215,              0.0029215
                    145,                0.63729,                 2.7141,                0.24061,                0.40418,                0.99115,                0.97952,                0.97993,                0.99157,                0.90365,                0.88938,                0.86087,                0.88011,                0.71485,                0.52976,                 1.7986,                0.06361,                 0.2906,                0.83747,               0.002872,               0.002872,               0.002872
                    146,                0.63387,                 2.6915,                0.23802,                0.40455,                0.99045,                0.97947,                0.97989,                0.99158,                0.90371,                0.88836,                0.86091,                0.87997,                0.71511,                0.52938,                 1.7965,                0.06345,                 0.2903,                0.83726,              0.0028225,              0.0028225,              0.0028225
                    147,                0.63855,                 2.7093,                0.24024,                0.40648,                0.99407,                0.97939,                0.97987,                0.99159,                0.90378,                0.88851,                0.86014,                   0.88,                0.71534,                0.52903,                 1.7939,                0.06329,                0.29003,                0.83709,               0.002773,               0.002773,               0.002773
                    148,                0.63468,                 2.7152,                  0.239,                0.40333,                0.99176,                0.97962,                0.98002,                0.99158,                0.90412,                 0.8895,                0.86053,                0.88018,                0.71535,                0.52855,                 1.7903,                0.06313,                 0.2898,                0.83689,              0.0027235,              0.0027235,              0.0027235
                    149,                 0.6365,                 2.6906,                0.23851,                0.40283,                0.99261,                0.97966,                0.98015,                0.99159,                0.90408,                0.88881,                0.86078,                0.87984,                0.71544,                0.52834,                 1.7869,                0.06298,                0.28961,                0.83673,               0.002674,               0.002674,               0.002674
                    150,                0.63066,                 2.6804,                0.23885,                0.40102,                0.98941,                0.97904,                0.98091,                 0.9916,                0.90427,                0.88906,                0.86116,                0.88002,                0.71543,                0.52789,                 1.7843,                0.06274,                0.28931,                 0.8365,              0.0026245,              0.0026245,              0.0026245
                    151,                0.63125,                 2.6845,                0.23778,                0.40131,                0.98867,                0.97897,                0.98092,                0.99159,                0.90498,                0.88798,                0.86245,                 0.8806,                0.71599,                0.52759,                 1.7811,                 0.0626,                0.28894,                0.83628,               0.002575,               0.002575,               0.002575
                    152,                0.62883,                 2.6566,                0.23728,                0.40003,                0.98804,                0.97912,                0.98092,                0.99158,                0.90469,                 0.8897,                0.86366,                0.88147,                0.71626,                0.52726,                 1.7774,                0.06237,                0.28883,                0.83608,              0.0025255,              0.0025255,              0.0025255
                    153,                0.62422,                 2.6395,                0.23862,                0.39735,                0.98655,                0.97915,                0.98117,                0.99158,                0.90488,                0.89055,                0.86388,                0.88164,                0.71673,                0.52689,                 1.7736,                0.06217,                 0.2885,                0.83595,               0.002476,               0.002476,               0.002476
                    154,                0.62451,                 2.6391,                0.23588,                0.39729,                0.98707,                0.97892,                0.98115,                0.99159,                0.90514,                0.89089,                0.86424,                  0.882,                0.71683,                0.52652,                 1.7706,                  0.062,                0.28821,                0.83577,              0.0024265,              0.0024265,              0.0024265
                    155,                 0.6243,                 2.6083,                0.23523,                0.39619,                0.98675,                0.97915,                0.98061,                0.99158,                0.90554,                0.89157,                0.86616,                0.88594,                 0.7179,                0.52601,                 1.7675,                0.06187,                0.28785,                0.83554,               0.002377,               0.002377,               0.002377
                    156,                0.62386,                 2.6012,                0.23462,                0.39557,                0.98698,                0.97971,                0.98053,                0.99158,                0.90555,                0.89122,                 0.8668,                0.88659,                0.71872,                0.52563,                 1.7635,                 0.0617,                0.28767,                0.83535,              0.0023275,              0.0023275,              0.0023275
                    157,                0.62624,                 2.6247,                0.23533,                0.39612,                0.98646,                0.97988,                0.98066,                 0.9916,                0.90594,                0.89246,                0.86623,                0.88707,                0.71902,                0.52532,                 1.7593,                0.06149,                0.28733,                0.83517,               0.002278,               0.002278,               0.002278
                    158,                0.62566,                 2.6021,                0.23427,                0.39575,                0.98772,                0.97991,                0.98072,                0.99161,                0.90603,                0.89275,                0.86616,                0.88733,                0.71943,                0.52494,                 1.7551,                0.06132,                0.28708,                0.83499,              0.0022285,              0.0022285,              0.0022285
                    159,                0.62227,                 2.5994,                0.23514,                0.39603,                0.98848,                0.97978,                0.98042,                0.99162,                0.90618,                0.89263,                0.86796,                0.88777,                0.71966,                0.52452,                 1.7503,                0.06119,                0.28676,                0.83479,               0.002179,               0.002179,               0.002179
                    160,                0.62164,                 2.5979,                0.23399,                0.39295,                0.98657,                0.97947,                0.98015,                0.99162,                0.90604,                0.89313,                0.86699,                0.88825,                0.72066,                0.52441,                 1.7452,                0.06098,                0.28642,                0.83466,              0.0021295,              0.0021295,              0.0021295
                    161,                0.62343,                 2.5906,                0.23285,                0.39656,                0.98775,                0.97921,                0.98015,                0.99165,                0.90638,                0.89351,                0.86725,                0.88852,                0.72189,                0.52406,                 1.7393,                0.06085,                0.28627,                 0.8345,                0.00208,                0.00208,                0.00208
                    162,                0.61302,                 2.5416,                0.23218,                 0.3905,                0.98363,                0.97955,                0.98015,                0.99166,                0.90639,                 0.8942,                0.86757,                0.88872,                0.72207,                0.52382,                 1.7346,                0.06075,                0.28603,                0.83434,              0.0020305,              0.0020305,              0.0020305
                    163,                0.61729,                 2.5718,                0.23362,                0.39047,                0.98419,                0.98007,                0.98015,                0.99166,                 0.9065,                0.89416,                0.86834,                0.88921,                0.72259,                0.52348,                 1.7295,                0.06058,                0.28578,                0.83418,               0.001981,               0.001981,               0.001981
                    164,                0.61718,                 2.5597,                0.23118,                0.39096,                0.98356,                 0.9804,                0.98019,                0.99169,                0.90655,                0.89451,                0.86879,                0.88947,                0.72309,                0.52322,                 1.7249,                0.06047,                0.28565,                0.83403,              0.0019315,              0.0019315,              0.0019315
                    165,                 0.6169,                 2.5816,                0.23349,                0.39059,                0.98494,                0.98036,                0.98028,                0.99171,                0.90628,                0.89427,                0.86936,                0.88987,                0.72378,                0.52311,                 1.7203,                0.06032,                0.28552,                0.83383,               0.001882,               0.001882,               0.001882
                    166,                0.61719,                 2.5304,                0.23202,                0.38877,                0.98587,                0.98028,                0.98038,                0.99171,                0.90634,                0.89449,                0.86967,                0.89009,                0.72418,                0.52283,                 1.7148,                0.06014,                0.28528,                0.83367,              0.0018325,              0.0018325,              0.0018325
                    167,                0.61084,                 2.5331,                0.23175,                0.38615,                 0.9824,                0.98089,                0.97952,                0.99172,                0.90658,                0.89503,                0.87052,                 0.8905,                0.72473,                 0.5224,                   1.71,                0.05996,                0.28488,                0.83342,               0.001783,               0.001783,               0.001783
                    168,                0.60876,                 2.5316,                0.23091,                0.38572,                0.98277,                0.98089,                0.97967,                0.99174,                0.90635,                0.89542,                0.87067,                0.89063,                0.72517,                 0.5221,                  1.706,                0.05983,                0.28468,                0.83321,              0.0017335,              0.0017335,              0.0017335
                    169,                0.61558,                   2.52,                0.23058,                0.38677,                0.98498,                   0.98,                0.98053,                0.99174,                0.90653,                0.89581,                0.87105,                0.89107,                 0.7256,                0.52185,                 1.7019,                0.05966,                0.28448,                0.83308,               0.001684,               0.001684,               0.001684
                    170,                0.60917,                 2.4952,                0.23101,                0.38423,                0.98272,                0.97978,                0.98058,                0.99177,                0.90655,                0.89648,                0.87039,                0.89119,                0.72611,                0.52128,                 1.6985,                0.05945,                0.28439,                0.83289,              0.0016345,              0.0016345,              0.0016345
                    171,                0.61133,                 2.5082,                0.22977,                0.38584,                0.98244,                0.97978,                0.98059,                0.99174,                0.90693,                0.89652,                0.87052,                0.89132,                0.72645,                 0.5209,                 1.6938,                 0.0593,                0.28405,                0.83268,               0.001585,               0.001585,               0.001585
                    172,                  0.607,                 2.4873,                0.22981,                0.38305,                0.98113,                 0.9799,                0.98047,                0.99175,                0.90692,                0.89624,                0.87059,                0.89127,                0.72656,                0.52057,                 1.6895,                0.05914,                0.28368,                0.83245,              0.0015355,              0.0015355,              0.0015355
                    173,                0.60758,                 2.4739,                0.22926,                0.38363,                0.98254,                0.97978,                0.98053,                0.99176,                0.90695,                0.89699,                0.87097,                0.89186,                 0.7275,                0.52023,                 1.6847,                0.05894,                0.28338,                0.83223,               0.001486,               0.001486,               0.001486
                    174,                 0.6082,                 2.4907,                0.22653,                0.38207,                0.98312,                0.97965,                0.98053,                0.99176,                0.90672,                0.89674,                0.87244,                0.89214,                0.72849,                0.51968,                 1.6806,                0.05872,                0.28303,                0.83196,              0.0014365,              0.0014365,              0.0014365
                    175,                0.59939,                 2.4455,                0.22808,                0.37838,                0.97728,                0.97978,                0.98073,                 0.9918,                0.90696,                 0.8971,                0.87199,                 0.8922,                0.72893,                0.51914,                 1.6761,                0.05855,                0.28282,                 0.8317,               0.001387,               0.001387,               0.001387
                    176,                0.59608,                 2.4316,                 0.2271,                0.37597,                0.97812,                0.97929,                0.98105,                 0.9916,                0.90682,                0.89731,                0.87244,                0.89227,                0.72996,                0.51874,                 1.6718,                0.05834,                0.28272,                 0.8315,              0.0013375,              0.0013375,              0.0013375
                    177,                 0.6008,                 2.4325,                0.22555,                0.37836,                0.97927,                0.97929,                 0.9811,                0.99159,                0.90711,                0.89688,                0.87328,                0.89223,                0.73036,                0.51833,                 1.6666,                0.05813,                0.28253,                0.83129,               0.001288,               0.001288,               0.001288
                    178,                0.59881,                  2.429,                0.22602,                0.37545,                0.97821,                0.97917,                0.98127,                0.99148,                 0.9071,                0.89694,                0.87346,                0.89227,                 0.7312,                 0.5179,                 1.6626,                0.05787,                0.28214,                0.83111,              0.0012385,              0.0012385,              0.0012385
                    179,                0.59458,                  2.407,                0.22592,                0.37588,                0.97687,                  0.979,                 0.9813,                0.99172,                0.90725,                0.89706,                0.87386,                0.89232,                0.73221,                0.51763,                 1.6589,                0.05762,                0.28193,                0.83097,               0.001189,               0.001189,               0.001189
                    180,                0.59621,                 2.4156,                 0.2261,                0.37631,                 0.9804,                0.97882,                 0.9813,                0.99175,                0.90728,                0.89747,                0.87462,                0.89268,                0.73316,                0.51712,                 1.6542,                0.05743,                0.28175,                 0.8308,              0.0011395,              0.0011395,              0.0011395
                    181,                0.59158,                 2.3694,                0.22354,                0.37249,                0.97532,                0.97892,                0.98153,                0.99175,                0.90731,                0.89733,                0.87449,                0.89268,                0.73445,                 0.5167,                 1.6507,                0.05719,                0.28159,                0.83062,                0.00109,                0.00109,                0.00109
                    182,                0.59313,                  2.413,                0.22347,                0.37292,                0.97667,                 0.9791,                0.98181,                0.99179,                0.90745,                0.89815,                0.87487,                0.89484,                0.73587,                0.51627,                 1.6463,                0.05697,                0.28152,                0.83042,              0.0010405,              0.0010405,              0.0010405
                    183,                 0.5914,                 2.4008,                 0.2242,                0.37269,                0.97696,                0.97924,                0.98194,                 0.9918,                0.90757,                0.89901,                0.87443,                 0.8951,                0.73677,                 0.5158,                  1.642,                0.05676,                0.28117,                0.83017,               0.000991,               0.000991,               0.000991
                    184,                0.59164,                 2.3794,                0.22636,                0.37243,                0.97656,                0.97919,                0.98209,                 0.9918,                0.90778,                0.89943,                0.87205,                  0.893,                0.73809,                0.51533,                 1.6387,                0.05657,                0.28094,                0.82991,              0.0009415,              0.0009415,              0.0009415
                    185,                0.59032,                 2.3798,                 0.2254,                0.37199,                0.97739,                0.97943,                0.98185,                0.99184,                 0.9078,                 0.9001,                0.87235,                0.89525,                0.73973,                 0.5149,                 1.6353,                0.05635,                0.28081,                0.82962,               0.000892,               0.000892,               0.000892
                    186,                0.59159,                 2.3807,                0.22345,                0.36902,                 0.9769,                0.97968,                0.98176,                0.99204,                0.90808,                0.90012,                0.87231,                0.89542,                0.74106,                0.51438,                 1.6308,                0.05618,                 0.2806,                0.82934,              0.0008425,              0.0008425,              0.0008425
                    187,                0.59123,                 2.3877,                0.22573,                0.37062,                0.97538,                0.97973,                0.98143,                0.99204,                0.90796,                0.90078,                0.87308,                0.89676,                0.74221,                0.51397,                  1.627,                0.05597,                0.28031,                0.82913,               0.000793,               0.000793,               0.000793
                    188,                0.58807,                 2.3588,                0.22317,                 0.3682,                 0.9734,                0.97993,                0.98152,                0.99206,                0.90847,                0.89983,                0.87554,                0.89721,                0.74314,                0.51363,                 1.6236,                 0.0558,                 0.2799,                0.82892,              0.0007435,              0.0007435,              0.0007435
                    189,                0.57989,                 2.3232,                  0.222,                0.36627,                0.97218,                0.97993,                0.98157,                0.99206,                0.90811,                0.90061,                0.87622,                0.89789,                0.74438,                0.51337,                 1.6201,                0.05565,                0.27963,                0.82874,               0.000694,               0.000694,               0.000694
                    190,                0.58611,                 2.3265,                0.22114,                0.36834,                0.97417,                0.97992,                0.98169,                0.99203,                0.90856,                0.90034,                  0.877,                0.89798,                0.74481,                0.51306,                 1.6171,                0.05544,                0.27951,                0.82857,              0.0006445,              0.0006445,              0.0006445
                    191,                0.46751,                 1.7447,                0.07382,                0.26478,                0.89572,                 0.9803,                0.98143,                0.99204,                0.90851,                0.90052,                0.87795,                0.89835,                0.74576,                0.51262,                 1.6135,                 0.0551,                 0.2792,                0.82829,               0.000595,               0.000595,               0.000595
                    192,                 0.4617,                 1.7215,                0.06963,                0.26052,                0.89371,                0.98001,                0.98143,                0.99206,                0.90867,                0.90112,                0.87795,                0.89874,                  0.747,                0.51197,                 1.6086,                0.05469,                 0.2787,                0.82802,              0.0005455,              0.0005455,              0.0005455
